customerID,evadiu,genero,idoso,tem_parceiro,tem_dependentes,tempo_meses,servico_telefone,multiplas_linhas,tipo_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,tv_streaming,filmes_streaming,tipo_contrato,fatura_online,forma_pagamento,conta_mensal,conta_total,conta_diaria,tem_internet,qtd_servicos
2418-TPEUN,0,feminino,0,1,1,56,1,0,não,0,0,0,0,0,0,bienal,1,cartão (automático),19.8,1119.9,0.66,1,2
2419-FSORS,0,masculino,0,1,0,72,1,1,fibra óptica,0,1,1,1,1,1,bienal,1,débito online,108.4,7719.5,3.61,1,8
2424-WVHPL,0,masculino,1,0,0,1,1,0,fibra óptica,0,0,0,1,0,0,mensal,0,débito online,74.7,74.7,2.49,1,3
2428-HYUNX,0,masculino,1,1,0,44,1,0,não,0,0,0,0,0,0,bienal,1,cartão (automático),19.35,847.25,0.64,1,2
2428-ZMCTB,0,masculino,0,0,0,10,1,0,não,0,0,0,0,0,0,mensal,0,cartão (automático),19.75,208.25,0.66,1,2
2429-AYKKO,0,masculino,0,0,0,72,1,0,não,0,0,0,0,0,0,bienal,0,transferência (automática),19.85,1434.1,0.66,1,2
2430-RRYUW,0,masculino,0,0,0,66,1,0,dsl,1,1,0,0,0,0,anual,1,boleto,54.8,3465.7,1.83,1,4
2430-USGXP,1,masculino,0,1,0,24,1,1,fibra óptica,0,0,1,0,1,1,mensal,1,débito online,101.05,2391.8,3.37,1,6
2432-TFSMK,0,masculino,0,0,0,18,1,1,fibra óptica,0,0,1,0,1,0,anual,1,cartão (automático),89.6,1633.0,2.99,1,5
2433-KMEAS,1,masculino,0,0,0,22,1,1,dsl,1,0,0,0,0,0,mensal,1,débito online,54.45,1127.35,1.82,1,4
2434-EEVDB,0,feminino,0,1,0,64,1,1,fibra óptica,1,0,1,0,1,0,bienal,1,cartão (automático),94.6,5948.7,3.15,1,6
2436-QBZFP,0,feminino,0,1,1,22,0,0,dsl,0,1,0,0,1,0,mensal,0,débito online,39.2,849.9,1.31,1,3
2439-LYPMQ,0,masculino,1,1,0,38,1,1,fibra óptica,0,1,1,0,1,1,mensal,1,débito online,102.6,4009.2,3.42,1,7
2439-QKJUL,0,masculino,0,0,0,5,1,0,não,0,0,0,0,0,0,mensal,0,boleto,20.25,109.8,0.68,1,2
2446-BEGGB,1,feminino,1,0,0,6,1,1,fibra óptica,0,1,0,0,1,1,mensal,1,débito online,98.25,560.6,3.28,1,6
2446-PLQVO,1,masculino,0,0,0,1,1,0,fibra óptica,0,0,0,0,0,0,mensal,1,débito online,70.3,70.3,2.34,1,2
2446-ZKVAF,0,masculino,0,1,0,18,1,1,dsl,0,1,0,0,0,0,mensal,0,cartão (automático),56.8,1074.65,1.89,1,4
2450-ZKEED,0,feminino,0,0,0,11,1,0,dsl,0,0,1,1,0,0,anual,0,transferência (automática),53.8,651.55,1.79,1,4
2451-YMUXS,0,masculino,1,0,0,67,1,1,dsl,1,1,0,1,0,0,bienal,1,transferência (automática),64.55,4250.1,2.15,1,6
2452-KDRRH,0,masculino,1,0,0,67,1,1,fibra óptica,0,0,1,0,1,1,mensal,1,cartão (automático),101.4,6841.05,3.38,1,6
2452-MRMZF,0,feminino,1,1,0,72,1,1,não,0,0,0,0,0,0,bienal,1,cartão (automático),25.7,1937.4,0.86,1,3
2452-SNHFZ,0,feminino,0,0,0,47,1,0,fibra óptica,1,0,0,0,0,0,mensal,0,cartão (automático),75.45,3545.1,2.52,1,3
2453-SAFNS,0,feminino,1,0,0,54,1,1,dsl,0,1,0,1,1,0,anual,0,boleto,72.1,3886.05,2.4,1,6
2454-RPBRZ,1,feminino,1,1,0,12,1,1,fibra óptica,0,1,1,0,1,0,mensal,1,débito online,98.1,1060.2,3.27,1,6
2455-USLMV,0,feminino,0,0,0,31,1,1,fibra óptica,1,0,1,0,0,0,mensal,1,cartão (automático),84.75,2613.4,2.82,1,5
2458-EOMRE,0,feminino,0,0,0,11,1,0,dsl,1,0,1,0,0,1,mensal,0,transferência (automática),64.05,733.95,2.13,1,5
2460-FPSYH,1,feminino,1,0,0,40,0,0,dsl,1,1,0,0,1,1,mensal,1,débito online,55.8,2109.35,1.86,1,5
2460-NGXBJ,0,masculino,1,1,1,11,1,1,fibra óptica,0,0,0,0,0,0,mensal,1,cartão (automático),75.2,775.3,2.51,1,3
2462-XIIJB,1,masculino,0,0,0,5,1,1,fibra óptica,0,0,1,0,1,0,mensal,1,débito online,92.5,452.7,3.08,1,5
2465-BLLEU,0,masculino,0,0,0,1,1,0,não,0,0,0,0,0,0,mensal,1,boleto,19.75,19.75,0.66,1,2
2466-FCCPT,0,feminino,0,1,1,20,1,0,não,0,0,0,0,0,0,anual,0,transferência (automática),19.7,395.6,0.66,1,2
2466-NEJOJ,0,masculino,0,1,1,8,1,0,não,0,0,0,0,0,0,mensal,0,cartão (automático),19.65,169.75,0.65,1,2
2468-SJFLM,0,masculino,0,0,0,1,1,0,fibra óptica,0,0,0,1,0,0,mensal,1,boleto,74.3,74.3,2.48,1,3
2469-DTSGX,0,feminino,1,0,0,72,1,1,fibra óptica,0,1,1,1,1,1,bienal,0,débito online,111.65,7943.45,3.72,1,8
2472-OVKUP,1,masculino,0,1,0,6,1,0,fibra óptica,0,1,1,0,0,1,mensal,1,débito online,91.0,531.0,3.03,1,5
2474-BRUCM,1,masculino,1,1,0,40,1,1,fibra óptica,1,0,0,0,1,1,mensal,0,débito online,101.85,4086.3,3.4,1,6
2474-LCNUE,0,feminino,0,1,0,23,1,1,dsl,0,0,0,1,1,1,mensal,1,cartão (automático),73.65,1642.75,2.46,1,6
2475-MROZF,0,masculino,0,0,0,30,1,1,fibra óptica,1,1,1,1,0,0,mensal,1,cartão (automático),95.0,2852.4,3.17,1,7
2476-YGEFM,0,feminino,0,0,0,29,1,1,fibra óptica,0,0,0,0,0,0,mensal,1,cartão (automático),76.0,2215.25,2.53,1,3
2478-EEWWM,0,masculino,0,1,0,59,0,0,dsl,0,0,0,0,1,1,mensal,1,débito online,44.3,2666.75,1.48,1,3
2479-BRAMR,1,masculino,1,1,0,41,1,1,fibra óptica,1,0,1,0,0,0,mensal,1,transferência (automática),83.75,3273.55,2.79,1,5
2480-EJWYP,0,feminino,1,1,0,58,1,1,fibra óptica,0,1,0,0,1,1,anual,1,transferência (automática),97.8,5458.8,3.26,1,6
2480-JZOSN,0,feminino,0,1,0,1,1,0,não,0,0,0,0,0,0,mensal,1,boleto,20.65,20.65,0.69,1,2
2480-SQIOB,0,masculino,0,1,1,4,1,0,dsl,0,0,0,0,0,0,mensal,0,débito online,44.8,169.65,1.49,1,2
2481-SBOYW,0,feminino,0,0,1,61,1,1,não,0,0,0,0,0,0,bienal,1,cartão (automático),25.0,1498.35,0.83,1,3
2482-CZGBB,1,masculino,0,0,0,10,1,0,fibra óptica,0,0,0,0,0,0,mensal,1,débito online,70.0,740.0,2.33,1,2
2483-XSSMZ,0,feminino,0,0,0,39,1,0,dsl,1,0,0,0,0,0,anual,1,débito online,47.85,1886.4,1.6,1,3
2484-DGXPZ,1,feminino,0,1,1,31,1,0,não,0,0,0,0,0,0,mensal,1,boleto,19.55,658.95,0.65,1,2
2485-ITVKB,1,feminino,0,1,0,2,0,0,dsl,0,0,0,0,0,1,mensal,1,débito online,35.1,68.75,1.17,1,2
2486-WYVVE,0,masculino,0,1,0,31,1,1,dsl,0,0,1,1,1,1,anual,1,boleto,79.3,2484.0,2.64,1,7
2495-INZWQ,1,masculino,0,0,0,4,0,0,dsl,0,0,0,0,1,1,mensal,1,débito online,44.55,174.3,1.48,1,3
2495-KZNFB,0,feminino,0,0,0,33,1,1,fibra óptica,1,0,0,0,0,1,mensal,1,débito online,90.65,2989.6,3.02,1,5
2495-TTHBQ,0,feminino,0,0,1,4,1,0,não,0,0,0,0,0,0,anual,1,boleto,20.4,84.75,0.68,1,2
2498-XLDZR,0,feminino,0,1,1,32,1,0,dsl,1,1,1,1,0,1,bienal,0,boleto,73.6,2316.85,2.45,1,7
2499-AJYUA,0,feminino,1,1,0,72,1,1,fibra óptica,0,1,1,1,1,1,bienal,1,cartão (automático),110.8,7882.25,3.69,1,8
2501-XWWTZ,0,masculino,0,0,0,11,1,0,fibra óptica,0,0,0,0,0,0,mensal,0,débito online,70.2,760.05,2.34,1,2
2504-DSHIH,0,masculino,1,1,0,23,1,1,fibra óptica,0,0,0,0,0,1,mensal,0,débito online,86.8,1975.85,2.89,1,4
2506-CLAKW,1,feminino,0,0,0,6,1,0,fibra óptica,1,1,1,1,0,1,mensal,1,transferência (automática),98.15,567.45,3.27,1,7
2506-TNFCO,1,feminino,1,1,0,1,1,0,fibra óptica,0,0,0,0,0,0,mensal,1,débito online,69.55,69.55,2.32,1,2
2507-QZPQS,0,masculino,0,0,0,15,1,1,fibra óptica,0,1,0,1,0,1,mensal,0,débito online,95.7,1451.1,3.19,1,6
2509-TFPJU,0,masculino,0,1,0,72,1,1,não,0,0,0,0,0,0,bienal,0,cartão (automático),25.75,1864.2,0.86,1,3
2511-ALLCS,0,feminino,0,1,1,35,1,1,não,0,0,0,0,0,0,bienal,0,transferência (automática),24.3,821.6,0.81,1,3
2511-MORQY,0,masculino,0,1,1,50,1,1,dsl,0,0,1,0,0,0,anual,0,transferência (automática),54.9,2614.1,1.83,1,4
2514-GINMM,1,masculino,0,0,0,1,1,0,fibra óptica,0,0,0,0,1,0,mensal,1,débito online,79.5,79.5,2.65,1,3
2516-VQRRV,1,feminino,1,0,0,2,1,1,fibra óptica,0,0,0,0,0,0,mensal,1,boleto,75.45,158.4,2.52,1,3
2516-XSJKX,0,feminino,0,1,1,41,1,0,dsl,1,1,0,1,1,1,bienal,0,débito online,78.45,3126.45,2.62,1,7
2519-ERQOJ,0,masculino,1,0,0,33,0,0,dsl,0,0,1,1,1,1,mensal,1,débito online,54.6,1803.7,1.82,1,5
2519-FAKOD,1,masculino,0,0,1,38,1,1,fibra óptica,0,0,1,0,1,1,mensal,1,transferência (automática),99.25,3777.15,3.31,1,6
2519-LBNQL,0,masculino,1,1,0,60,1,1,fibra óptica,0,1,1,0,1,1,anual,1,débito online,104.35,6339.45,3.48,1,7
2519-TWKFS,0,masculino,0,1,1,25,1,1,dsl,0,0,0,1,0,0,anual,1,boleto,55.1,1466.1,1.84,1,4
2520-SGTTA,0,feminino,0,1,1,0,1,0,não,0,0,0,0,0,0,bienal,0,boleto,20.0,0.0,0.67,1,2
2521-NPUZR,0,masculino,0,1,0,70,1,0,fibra óptica,1,1,1,1,0,1,bienal,0,cartão (automático),101.0,7085.5,3.37,1,7
2522-AHJXR,0,masculino,0,1,0,60,1,1,fibra óptica,1,0,1,1,1,1,mensal,1,transferência (automática),109.45,6572.85,3.65,1,8
2522-WLNSF,0,feminino,1,1,0,34,1,0,dsl,0,0,1,1,1,0,anual,0,transferência (automática),64.2,2106.3,2.14,1,5
2523-EWWZL,0,feminino,0,1,0,27,1,0,fibra óptica,0,1,0,0,0,0,mensal,1,débito online,76.1,2093.4,2.54,1,3
2525-GVKQU,0,feminino,0,0,0,60,1,0,não,0,0,0,0,0,0,bienal,0,boleto,20.6,1093.0,0.69,1,2
2528-HFYZX,1,masculino,1,1,0,17,1,0,fibra óptica,0,1,0,0,0,0,mensal,1,débito online,76.45,1233.4,2.55,1,3
2530-ENDWQ,1,feminino,0,1,0,71,1,1,fibra óptica,0,0,0,0,1,1,bienal,1,transferência (automática),93.7,6585.35,3.12,1,5
2530-FMFXO,0,masculino,0,1,1,56,1,1,fibra óptica,0,0,1,1,1,1,bienal,1,débito online,103.2,5873.75,3.44,1,7
2533-QVMSK,1,masculino,0,1,0,61,1,1,fibra óptica,0,1,0,1,1,0,bienal,1,débito online,94.1,5638.3,3.14,1,6
2533-TIBIX,0,masculino,0,1,1,15,0,0,dsl,1,0,0,0,0,0,mensal,1,transferência (automática),30.2,469.65,1.01,1,2
2535-PBCGC,0,feminino,0,1,0,70,0,0,dsl,1,1,1,1,1,1,bienal,0,transferência (automática),64.55,4504.9,2.15,1,7
2538-OIMXF,0,feminino,0,0,1,1,0,0,dsl,0,0,0,0,0,0,mensal,0,boleto,24.7,24.7,0.82,1,1
2541-YGPKE,0,masculino,0,1,1,42,1,0,dsl,1,0,0,1,0,1,anual,0,cartão (automático),63.7,2763.35,2.12,1,5
2542-HYGIQ,0,feminino,0,0,0,1,1,0,não,0,0,0,0,0,0,mensal,0,cartão (automático),19.95,19.95,0.66,1,2
2545-EBUPK,0,feminino,1,0,0,2,1,1,fibra óptica,0,0,0,0,0,1,mensal,1,débito online,84.05,186.05,2.8,1,4
2545-LXYVJ,0,masculino,0,1,0,72,1,0,não,0,0,0,0,0,0,bienal,0,transferência (automática),20.7,1492.1,0.69,1,2
2546-KZAAT,0,masculino,0,1,0,52,1,0,dsl,1,1,0,0,1,1,anual,1,boleto,75.4,3865.45,2.51,1,6
2550-AEVRU,0,feminino,0,1,1,57,1,0,dsl,1,1,0,0,0,0,anual,0,débito online,53.45,3053.0,1.78,1,4
2550-QHZGP,0,masculino,0,0,0,7,1,0,não,0,0,0,0,0,0,anual,0,boleto,19.5,128.6,0.65,1,2
2558-BUOZZ,0,masculino,0,0,0,47,1,1,fibra óptica,1,1,0,0,1,0,anual,0,transferência (automática),94.8,4535.85,3.16,1,6
2560-PPCHE,0,feminino,0,0,0,65,1,1,fibra óptica,0,1,0,1,1,1,anual,1,transferência (automática),105.05,6744.25,3.5,1,7
2560-QTSBS,0,feminino,0,1,1,72,1,1,não,0,0,0,0,0,0,anual,1,transferência (automática),23.3,1623.15,0.78,1,3
2560-WBWXF,0,masculino,0,0,0,68,1,1,não,0,0,0,0,0,0,bienal,1,transferência (automática),24.15,1498.85,0.8,1,3
2565-JSLRY,1,masculino,0,0,0,1,1,1,não,0,0,0,0,0,0,mensal,1,boleto,24.05,24.05,0.8,1,3
2568-BRGYX,1,masculino,0,0,0,4,1,0,fibra óptica,0,0,0,0,0,0,mensal,1,débito online,70.2,237.95,2.34,1,2
2568-OIADY,1,feminino,0,1,0,37,1,1,fibra óptica,0,0,1,0,1,1,mensal,1,débito online,99.5,3762.0,3.32,1,6
2569-WGERO,0,feminino,0,0,0,72,1,0,não,0,0,0,0,0,0,bienal,1,transferência (automática),21.15,1419.4,0.7,1,2
2573-GYRUU,0,masculino,1,1,0,48,1,1,fibra óptica,0,0,1,0,0,1,mensal,1,cartão (automático),91.05,4370.75,3.03,1,5
2575-GFSOE,1,feminino,0,1,1,7,1,0,fibra óptica,0,0,0,0,0,0,mensal,1,débito online,69.0,506.9,2.3,1,2
2576-HXMPA,0,feminino,0,0,0,1,1,0,não,0,0,0,0,0,0,mensal,0,cartão (automático),19.55,19.55,0.65,1,2
2577-GVSIL,0,masculino,0,1,1,35,1,1,dsl,0,0,0,1,1,1,anual,1,transferência (automática),73.45,2661.1,2.45,1,6
2578-JQPHZ,0,masculino,0,0,0,44,1,0,fibra óptica,0,0,1,1,1,1,bienal,0,transferência (automática),100.1,4378.35,3.34,1,6
2580-ASVVY,0,feminino,0,1,0,37,0,0,dsl,1,0,0,1,1,0,bienal,0,débito online,45.4,1593.1,1.51,1,4
2580-ATZSQ,0,feminino,0,1,1,65,1,0,dsl,1,1,1,0,0,0,anual,0,transferência (automática),61.35,3874.1,2.04,1,5
2581-VKIRT,0,feminino,0,1,1,59,1,1,dsl,1,1,0,1,0,0,anual,0,boleto,65.5,3801.3,2.18,1,6
2582-FFFZR,0,feminino,0,0,0,22,0,0,dsl,0,0,1,0,1,1,mensal,1,débito online,50.6,1073.3,1.69,1,4
2585-KTFRE,0,masculino,0,0,1,1,1,0,dsl,1,1,0,1,0,1,mensal,1,transferência (automática),70.45,70.45,2.35,1,6
2586-CWXVV,0,masculino,0,1,0,54,0,0,dsl,0,1,0,0,0,0,mensal,0,débito online,30.4,1621.35,1.01,1,2
2587-EKXTS,0,masculino,0,0,0,44,1,1,fibra óptica,1,1,1,0,1,1,mensal,1,débito online,111.5,4915.15,3.72,1,8
2587-YNLES,0,feminino,0,1,1,6,1,0,não,0,0,0,0,0,0,bienal,0,boleto,20.1,100.35,0.67,1,2
2589-AYCRP,0,feminino,0,0,0,50,1,0,não,0,0,0,0,0,0,anual,0,transferência (automática),19.75,989.05,0.66,1,2
2592-HODOV,0,masculino,0,0,0,13,1,0,não,0,0,0,0,0,0,anual,0,cartão (automático),19.3,259.65,0.64,1,2
2592-SEIFQ,1,masculino,0,0,0,3,0,0,dsl,0,0,0,0,0,0,mensal,0,débito online,24.75,66.95,0.82,1,1
2592-YKDIF,0,feminino,0,0,0,1,1,0,não,0,0,0,0,0,0,mensal,0,boleto,20.35,20.35,0.68,1,2
2595-KIWPV,0,masculino,0,0,1,27,1,0,não,0,0,0,0,0,0,bienal,0,cartão (automático),19.7,509.3,0.66,1,2
2599-CIPQE,0,masculino,0,1,1,71,1,0,fibra óptica,1,1,1,1,1,1,bienal,0,cartão (automático),109.3,7782.85,3.64,1,8
2599-CZABP,0,masculino,0,1,0,14,1,0,dsl,0,0,0,0,0,0,anual,0,débito online,44.6,641.25,1.49,1,2
2603-HVKCG,0,masculino,0,0,0,31,1,0,fibra óptica,0,1,1,0,1,1,mensal,1,débito online,101.4,3143.65,3.38,1,6
2604-IJPDU,0,feminino,0,1,0,20,1,0,fibra óptica,1,1,0,1,1,0,mensal,1,débito online,96.55,1901.65,3.22,1,6
2604-XVDAM,0,feminino,0,0,0,12,1,0,dsl,0,0,0,0,0,0,mensal,0,transferência (automática),43.8,540.95,1.46,1,2
2606-PKWJB,0,masculino,0,0,1,40,0,0,dsl,1,1,0,1,0,0,anual,0,boleto,40.25,1564.05,1.34,1,4
2606-RMDHZ,1,masculino,0,0,0,6,0,0,dsl,0,1,0,0,0,0,mensal,1,cartão (automático),30.5,208.7,1.02,1,2
2607-DHDAK,0,masculino,0,1,1,72,1,0,não,0,0,0,0,0,0,bienal,1,cartão (automático),19.8,1414.65,0.66,1,2
2607-FBDFF,0,masculino,0,0,0,1,1,0,dsl,0,0,0,1,0,0,mensal,0,cartão (automático),49.0,49.0,1.63,1,3
2608-BHKFN,1,feminino,0,0,0,4,1,0,fibra óptica,0,0,0,0,0,0,mensal,1,cartão (automático),70.05,266.9,2.34,1,2
2609-IAICY,1,feminino,0,0,0,1,1,1,fibra óptica,0,0,0,0,0,0,mensal,1,débito online,77.15,77.15,2.57,1,3
2612-PHGOX,0,masculino,0,1,0,64,1,1,dsl,0,1,1,1,1,0,bienal,1,transferência (automática),76.1,4818.8,2.54,1,7
2612-RANWT,1,feminino,0,0,0,12,1,1,fibra óptica,0,0,1,0,1,1,mensal,1,transferência (automática),100.15,1164.3,3.34,1,6
2612-RRIDN,1,masculino,0,0,0,4,1,0,fibra óptica,0,0,0,0,1,0,mensal,1,débito online,81.0,340.85,2.7,1,3
2615-YVMYX,0,masculino,1,1,0,71,1,1,fibra óptica,1,1,1,0,1,1,mensal,1,débito online,107.5,7713.55,3.58,1,8
2616-FLVQC,0,masculino,0,0,0,64,1,0,não,0,0,0,0,0,0,bienal,0,boleto,19.55,1240.15,0.65,1,2
2616-UUTFK,0,masculino,0,1,0,33,1,1,dsl,1,1,1,0,1,0,mensal,1,transferência (automática),72.75,2447.45,2.42,1,7
2619-WFQWU,1,feminino,0,0,0,1,1,0,fibra óptica,0,0,0,0,0,0,mensal,1,boleto,70.15,70.15,2.34,1,2
2621-UDNLU,0,feminino,0,1,0,3,1,0,não,0,0,0,0,0,0,mensal,0,boleto,20.85,72.0,0.7,1,2
2623-DRYAM,0,feminino,0,1,0,70,1,1,fibra óptica,0,0,1,0,1,1,anual,1,débito online,101.75,7069.3,3.39,1,6
2625-TRCZQ,0,feminino,0,1,0,51,0,0,dsl,0,1,0,0,1,1,mensal,1,débito online,49.65,2553.35,1.66,1,4
2626-URJFX,1,masculino,0,1,1,4,1,1,dsl,0,0,0,0,0,0,mensal,1,débito online,50.9,225.6,1.7,1,3
2626-VEEWG,0,masculino,0,1,1,67,1,0,não,0,0,0,0,0,0,bienal,1,cartão (automático),19.4,1284.2,0.65,1,2
2632-IVXVF,0,feminino,0,1,1,68,1,1,fibra óptica,1,0,1,1,1,1,bienal,0,cartão (automático),111.75,7511.3,3.72,1,8
2632-TACXW,0,feminino,0,1,0,62,1,1,não,0,0,0,0,0,0,bienal,0,transferência (automática),23.65,1416.75,0.79,1,3
2632-UCGVD,1,masculino,1,1,0,66,1,1,fibra óptica,0,0,0,1,1,1,mensal,1,cartão (automático),100.05,6871.9,3.34,1,6
2634-HCZGT,1,masculino,1,1,0,53,1,1,dsl,1,0,0,1,0,0,anual,1,débito online,60.05,3229.65,2.0,1,5
2636-ALXXZ,1,feminino,1,0,0,1,1,0,fibra óptica,0,0,0,0,0,0,mensal,1,débito online,69.6,69.6,2.32,1,2
2636-OHFMN,1,masculino,0,1,0,4,0,0,dsl,0,1,0,0,1,1,mensal,1,débito online,48.55,201.0,1.62,1,4
2636-SJDOU,0,masculino,0,0,0,64,1,1,fibra óptica,1,1,0,0,0,0,anual,1,cartão (automático),84.3,5289.05,2.81,1,5
2637-FKFSY,0,feminino,0,1,0,3,1,0,dsl,0,0,0,0,0,0,mensal,1,boleto,46.1,130.15,1.54,1,2
2639-UGMAZ,0,masculino,1,0,0,71,0,0,dsl,1,1,0,0,1,1,anual,1,débito online,56.45,3985.35,1.88,1,5
2640-LYMOV,0,masculino,0,0,0,2,1,0,não,0,0,0,0,0,0,mensal,1,boleto,19.65,38.8,0.65,1,2
2640-PMGFL,1,masculino,0,0,1,27,1,1,fibra óptica,0,0,0,1,0,0,mensal,1,débito online,79.5,2180.55,2.65,1,4
2642-DTVCO,1,masculino,1,0,0,9,1,1,fibra óptica,0,0,0,0,0,1,mensal,1,débito online,85.05,746.5,2.84,1,4
2642-MAWLJ,0,feminino,0,1,1,36,1,0,não,0,0,0,0,0,0,bienal,0,transferência (automática),20.25,717.95,0.68,1,2
2645-QTLMB,1,masculino,0,0,0,7,1,0,fibra óptica,0,1,0,0,1,1,mensal,1,débito online,94.25,669.0,3.14,1,5
2649-HWLYB,0,masculino,0,1,0,65,1,1,dsl,1,0,1,1,0,1,bienal,0,transferência (automática),76.15,4929.55,2.54,1,7
2650-GYRYL,0,masculino,0,1,1,33,1,0,não,0,0,0,0,0,0,anual,1,transferência (automática),19.45,600.25,0.65,1,2
2651-ZCBXV,0,masculino,0,0,0,54,1,1,fibra óptica,1,1,0,1,1,1,bienal,1,cartão (automático),108.0,5760.65,3.6,1,8
2654-VBVPB,0,feminino,0,0,0,1,1,0,não,0,0,0,0,0,0,mensal,0,transferência (automática),19.9,19.9,0.66,1,2
2656-FMOKZ,1,feminino,1,0,0,15,1,1,fibra óptica,0,0,0,0,0,0,mensal,1,boleto,74.45,1145.7,2.48,1,3
2656-TABEH,1,masculino,0,1,0,4,1,1,fibra óptica,0,1,0,0,1,1,mensal,1,débito online,100.2,420.2,3.34,1,6
2657-ALMWY,1,feminino,1,1,0,26,1,0,fibra óptica,0,1,0,0,0,1,mensal,0,débito online,84.95,2169.75,2.83,1,4
2657-VPXTA,0,feminino,0,1,1,10,1,0,fibra óptica,0,0,0,0,1,1,mensal,1,débito online,88.85,929.45,2.96,1,4
2659-VXMWZ,1,masculino,0,1,1,67,1,1,fibra óptica,1,1,1,0,1,1,anual,1,débito online,111.3,7482.1,3.71,1,8
2660-EMUBI,1,masculino,1,0,0,10,1,1,fibra óptica,0,0,0,0,1,1,mensal,1,débito online,95.35,898.35,3.18,1,5
2661-GKBTK,0,masculino,0,1,1,60,1,0,dsl,0,1,0,1,1,1,bienal,0,transferência (automática),76.95,4543.95,2.56,1,6
2662-NNTDK,0,masculino,0,0,0,65,1,1,não,0,0,0,0,0,0,anual,0,cartão (automático),24.8,1600.95,0.83,1,3
2664-XJZNO,0,masculino,0,1,1,72,1,0,fibra óptica,1,0,1,1,1,1,bienal,1,cartão (automático),104.9,7559.55,3.5,1,7
2665-NPTGL,0,feminino,1,1,0,26,1,1,fibra óptica,0,0,1,0,1,1,mensal,1,transferência (automática),98.1,2510.7,3.27,1,6
2667-WYLWJ,1,feminino,0,1,1,8,1,0,não,0,0,0,0,0,0,anual,1,boleto,19.75,145.0,0.66,1,2
2668-TZSPS,0,masculino,0,0,0,1,1,0,não,0,0,0,0,0,0,mensal,0,boleto,20.45,20.45,0.68,1,2
2669-OIDSD,0,feminino,0,1,0,48,1,0,fibra óptica,0,0,1,1,1,1,mensal,1,cartão (automático),100.05,4834.0,3.34,1,6
2669-QVCRG,0,feminino,0,0,0,41,1,1,fibra óptica,1,0,0,0,0,0,mensal,1,cartão (automático),81.3,3190.65,2.71,1,4
2672-DZUOY,1,masculino,0,0,0,1,0,0,dsl,0,0,0,0,0,0,mensal,1,débito online,25.15,25.15,0.84,1,1
2672-HUYVI,1,feminino,0,0,0,6,1,0,fibra óptica,0,0,0,0,1,1,mensal,1,débito online,91.1,455.3,3.04,1,4
2672-OJQZP,0,feminino,0,0,0,1,1,0,dsl,0,0,0,0,0,0,mensal,0,boleto,44.75,44.75,1.49,1,2
2672-TGEFF,0,feminino,0,1,1,37,1,1,fibra óptica,0,1,0,0,1,0,mensal,1,débito online,88.8,3340.55,2.96,1,5
2673-CXQEU,0,feminino,1,0,0,56,1,1,fibra óptica,1,1,1,0,1,1,anual,0,débito online,110.5,6139.5,3.68,1,8
2673-ZALNP,0,feminino,0,0,0,7,1,0,não,0,0,0,0,0,0,anual,0,boleto,19.9,173.15,0.66,1,2
2674-MIAHT,0,feminino,0,0,0,4,1,1,fibra óptica,0,1,0,0,0,0,mensal,1,boleto,80.3,324.2,2.68,1,4
2674-MLXMN,0,feminino,1,0,0,71,1,1,fibra óptica,0,1,0,0,1,1,mensal,1,cartão (automático),99.65,6951.15,3.32,1,6
2675-DHUTR,0,masculino,1,1,0,58,1,1,fibra óptica,0,1,0,0,1,1,mensal,1,débito online,98.9,5780.7,3.3,1,6
2675-IJRGJ,0,masculino,0,0,0,53,1,0,não,0,0,0,0,0,0,bienal,0,transferência (automática),19.65,978.0,0.65,1,2
2675-OTVVJ,0,masculino,1,1,0,31,1,1,fibra óptica,1,0,0,0,1,0,mensal,0,débito online,89.45,2807.65,2.98,1,5
2676-ISHSF,0,masculino,0,0,0,1,1,0,não,0,0,0,0,0,0,mensal,0,boleto,20.3,20.3,0.68,1,2
2676-OXPPQ,0,masculino,0,0,0,6,1,0,dsl,1,1,0,0,0,0,mensal,1,transferência (automática),55.7,335.65,1.86,1,4
2676-SSLTO,0,masculino,0,0,0,49,1,1,dsl,0,0,0,1,1,0,bienal,1,transferência (automática),66.15,3199.0,2.2,1,5
2680-XKKNJ,0,feminino,0,0,0,8,1,0,dsl,1,1,0,1,0,0,anual,0,transferência (automática),58.2,469.25,1.94,1,5
2682-KEVRP,0,feminino,1,0,0,22,1,0,não,0,0,0,0,0,0,anual,1,boleto,20.05,417.0,0.67,1,2
2683-BPJSO,1,masculino,0,1,0,29,1,1,fibra óptica,1,1,0,0,0,0,mensal,1,débito online,84.45,2467.1,2.82,1,5
2683-JXWQQ,0,masculino,0,1,1,61,0,0,dsl,1,0,1,0,0,0,mensal,0,transferência (automática),33.6,2117.2,1.12,1,3
2684-EIWEO,1,feminino,1,0,0,30,1,1,fibra óptica,1,1,1,0,0,0,mensal,0,cartão (automático),91.7,2758.15,3.06,1,6
2685-SREOM,1,feminino,0,1,1,25,1,1,fibra óptica,0,0,1,0,0,1,mensal,1,débito online,89.1,2368.4,2.97,1,5
2688-BHGOG,0,masculino,1,0,0,9,1,0,fibra óptica,0,0,0,0,0,1,mensal,1,débito online,79.55,718.55,2.65,1,3
2690-DVRVK,0,masculino,0,1,1,5,1,0,não,0,0,0,0,0,0,anual,0,débito online,20.55,99.45,0.68,1,2
